 "title" , "beschrijving" ,
 "Suitepenning Kathedraal van Chartres, 1861" , "Op de voorzijde een zicht op  de voorgevel en de linker zijgevel van de kathedraal met erboven rondom, CATHEDRALE DE CHARTRES en  onderaan op de afsnede, J. WIENER 1861 ; rondom is een geprofileerde rand
De keerzijde toont een zicht op de binnenzijde van de kerk met onderaan op de afsnede, COMMENCÉE VERS 1040 / INAUGURÉE 1260./  J. WIENER (volgt de rand) en rondom een verhoogde rand.

In 1845 graveerde Jacques Wiener een medaille van de Sint-Goedele-kerk te Brussel, waarbij hij zowel de buitenzijde als de binnenzijde van het monument afbeeldde. Het was het begin van een ganse reeks, beginnende bij tien medailles met de beroemdste Belgische kerken waarna hij overging naar de burgerlijke gebouwen waarvan hij eveneens tien verschillende medailles graveerde. Nadien kwamen beroemde gebouwen uit Europa en erbuiten aan de beurt, wat nog eens een reeks van eenenveertig penningen opleverde." ,
 "Penning nr 1189 van de Franse soldatenloting, klas 1886" , "Het hoofd naar rechts van de Franse Marianne staat op de voorzijde met lauwerkrans en met langs de verhoogde rand, links, REPUBLIQUE en rechts, FRANÇAISE en onder de hals, VIEUXMAIRE
Opde keerzijde staat een rechthoekige pancarte met langs elke kant een soldaat in vooraanzicht met geweer en met boven de rechthoek twee gekruiste lauriertakken met erboven, TIRAGE AU (gebogen) / SORT ; op de pancarte verdiept, 1 1 8 9 en onderaan op de afsnede, CLASSE 1886 ; rondom is een geprofileerde rand." ,
 "Gedenkpenning aan het Internationale Muziekfestval te Douai, 1869" , "Op de voorzijde staat een lier met erin verweven vier lauriertakken en met onderaan een lint en rondom een verhoogde rand.
Op de keerzijde de tekst, in het veld, VILLE / DE / DOUAI ; rondom tussen een parelcirkel en de verhoogde rand, bovenaan, (blokje) CONCOURS INTERNATIONAL DE MUSIQUE (blokje) en onderaan, 1869" ,
 "Erepenning van Leopold I aan de studenten van de Gentse Universiteit, 1860" , "Het hoofd naar links van Leopold I staat op, de voorzijde met  langs de geprofileerde rand, links, LEOPOLD II ROI en rechts, DES BELGES en onderaan, BARRE 1844
Op de keerzijde staat binnen een gesloten krans van een palmtak (links)  en een lauriertak (rechts), onderaan gestrikt, en een parelcirkel, LE ROI / AUX  ÉLÈVES / DE L’UNIVERSITÉ / DE GAND / --- / EN SOUVENIR / DU / 8 JUILLET 1860 (de eerste en de laatste zin volgen de parelcirkel) rondom is een geprofileerde rand.

In 1860 voerde de Franse pers een campagne voor uitbreiding van Frankrijk tot de Rijn als natuurlijke grens waardoor België en Nederland dienden geannexeerd te worden.
Als tegenreactie ondernam de Belgische Koninklijke Familie een rondreis door het land, sterk inspelend op de patriottische gevoelens.
Gent werd bezocht op 8 juli en de hoge gasten logeerden twee dagen in het gouvernementshotel.
De Gentse studenten die de vorst hulde wilden brengen, vroegen rector Roulez of de Koning een deputatie of, zo mogelijk, het ganse studentenkorps wou ontvangen. De maandag na de audiëntie ontving de Koning de studenten. Een driehonderdtal  namen aan de plechtigheid deel.
Om deze manifestatie te herdenken schonk de vorst aan de studenten een “gouden” medaille.
Op 23 februari 1861 lichtte de Administrateur-Inspecteur de studenten schriftelijk in dat elk als persoonlijk aandenken een bronzen replica van de “gouden” medaille zouden ontvangen.
Aan het museum geschonken in januari 1900 door de heer Ch. Gilleman, professor aan de Atheneum." ,
 "Prijspenning van de tentoonstelling van de Maatschappij ter bevordering van Nijverheid en Wetenschappen, 1900" , "Centraal op de voorzijde een borstbeeld van een vrouw, omgeven door stralen en met rondom het beeld van links naar rechts een wereldbol, tandwiel met winkelhaak, een passer met hamer en een schenkkan met op een banderol VOORUIT ; rondom tussen een parelcirkel en een geprofileerde rand, bovenaan, MAATSCHAPPIJ TER BEVORDERING VAN NIJVERHEID EN WETENSCHAPPEN, onderaan, * GENT *
Op de keerzijde binnen een open krans van twee lauriertakken, onderaan gestrikt, op een cirkel, rondom bovenaan de tekst, TENTOONSTELLING / horizontaal, I900 / onderaan, ? <> ? en met rondom een geprofileerde rand.

De Maatschappij ter bevordering van Nijverheid en Wetenschappen ontstond in 1864 en had afdelingen architectuur, machinebouw, decoratie, literatuur, theater, zang en muziek. Een harmonie werd gesticht in 1888. Ook een spaarkas, een bijstandskas, een bibliotheek met leeszaal en een industrieel kabinet werden opgericht.
Vanaf 1870 richtte de maatschappij jaarlijks tijdens de Gentse Feesten een tentoonstelling en wedstrijden in. Voor de wedstrijden werd telkens voor een aantal disciplines een onderwerp opgegeven dat moest uitgewerkt worden. De vereniging beschikte over eigen penningen om de laureaten te bekronen, ze bestonden in verguld zilver, zilver en brons en werden op de keerzijde gegraveerd met de naam van de begunstigde, het jaartal en de discipline waarin ze was gewonnen. Ook de deelnemers aan de tentoonstelling werden bekroond met dezelfde penningen maar op de keerzijde kwam meestal enkel de vermelding “tentoonstelling” en het jaartal, zoals bij deze penning, maar sommige exemplaren vermelden eveneens de naam van de laureaat en de aard van het bekroonde object.
" ,
 "Gedenkpenning Koninklijk bezoek te Gent, 1856" , "Op de voorzijde een zicht op de Gotische vleugel van het Gentse stadhuis met op de afsnede, die bovenaan versierd is met een gotisch motief, HOTEL DE VILLE / DE GAND en onderaan langs de boord, J. WIENER F. 1851 ; rondom is een verhoogde boord.
De keerzijde heeft een gesloten krans van twee takken van gemengde eiken- en laurierbladeren, onderaan gestrikt, met in het veld, GAND / XXV / ANNIVERSAIRE / DE L’INAUGURATION / DE / LEOPOLD I / ROI DES BELGES / M D CCC L VI / XXI JUILLET

Ter gelegenheid van de 25ste verjaring van de troonsbestijging van Leopold I werden in gans het land festiviteiten georganiseerd. De koning bracht tevens een bezoek aan de belangrijkste steden van het land. Gent was aan de beurt op 31 augustus. De feestelijkheden duurden twee dagen met optochten, concerten en een Venetiaans feest.
Een gouden penning werd aan de koning aangeboden ter herinnering aan zijn bezoek maar er waren natuurlijk ook bronzen exemplaren voor de prominenten. Men had gekozen voor een ontwerp van Jacques Wiener met de afbeelding van het Gentse stadhuis. Wiener had dit ontwerp reeds gerealiseerd in 1851 en het behoorde tot een reeks waarin de kunstenaar bekende monumenten uit het ganse land had afgebeeld. Hij ontwierp nog gelijkaardige reeksen  over kerken en over de gevangenissen van het land." ,
 "Reclamepenning van de firma Allard  te Brussel, (1841)" , "Op de voorzijde staat een grote beker met deksel en twee sierhandvatten met links langs de rand, EXPOSITION en rechts, D’ INDUSTRIE ; onder de beker, WIENER FEC: en rondom een verhoogde rand.
In het middenveld van de keerzijde staat in gebogen lijnen, J. ALLARD / ORFEVRE BIJOUTIER / JOALLIER / RUE DES FRIPIERS / No 28 / BRUXELLES ; er rond een touw, onderaan vastgeknoopt met twee trossen ; rondom tussen het touw en de verhoogde rand, BRÉVETÉ POUR LA FABRICATION DES COUVERTS À FILETS ET ORNEMENTS

De zilverwerk-firma Allard genoot te Brussel een zeer goede reputatie. Verscheidene leden van deze familie waren muntmeester aan de Koninklijke Munt van België, Josse Allard senior van 1846 tot 1877 en Josse Allard junior in 1894.
In september 1841 kregen ze de bestelling van de koningin om een beker te vervaardigen voor de koersen. Het pronkstuk werd door de makers zelfs tentoongesteld op de grote Industriële tentoonstelling. Het spreekt dan ook vanzelf dat het afgebeeld wordt op deze reclame-jeton van de firma." ,
 "Reclamepenning van de firma La Petite Cendrillon  te Brussel" , "Beide zijden zijn voorzien van tekst : op één voorzijde  J. ROBERT FILS. / BRÉVETÉ / DU ROI / FOURUR DE LA COUR / A BRUXELLES / ---- / MAISON D’ ACHATS / A / PARIS (de eerste en laatste zin volgen de rand) en rondom een verhoogde rand.
En op de andere zijde  A LA PETITE CENDRILLON / MAGASIN / DE CHÂLES / SOIERIES MÉRINOS / & NOUVAUTÉS / EN GROS & EN DÉTAIL / 56 / MARCHÉ AUX HERBES / A / BRUXELLES (de eerste en laatste zin volgen de rand) en rondom een verhoogde rand." ,
 "Gedenkpenning aan een turnfeest te Brussel, 1871" , "Het gekroonde Brusselse wapenschild staat op de voorzijde bovenop een groot opkrullende vlak en rondom omgeven door allerlei turntoestellen en met rondom een verhoogde rand.
De keerzijde heeft de tekst, in het veld, FÊTE FÉDÉRALE / ET / INTERNATIONALE / DE / GYMNASTIQUE / --°-- / 25 7BRE I87I (de eerste en laatste zin volgen de rand) en rondom tussen een parelcirkel en de verhoogde rand, bovenaan, SOCIÉTÉ LIBRE DE GYMNASTIQUE , onderaan, tussen twee rozetten BRUXELLES" ,
 "Kalenderpenning souvenir aan de Wereldtentoonstelling te Brussel, 1897" , "Op de voorzijde een zicht op de ingang van de tentoonstelling met vooraan de tuinen en een fontein met erboven tussen twee versieringen, 1897 ; rondom bovenaan, BRUXELLES EXPOSITION en rondom een cirkel met streepjes en een verhoogde rand.
Centraal op de keerzijde en omgeven door een parelcirkel het jaartal 1897 ; vanaf deze middencirkel is de penning verdeeld in zeven parten, gescheiden met een parellijn, waarin telkens per maand de kalender weergegeven is ; de maanden waarvan de data op dezelfde dagen vallen zijn samen vermeld ; rondom een parelcirkel en een verhoogde rand.

Brussel organiseerde in 1897 reeds voor de tweede maal een wereldtentoonstelling. Zoals dit de gewoonte was bij dergelijke evenementen werden allerlei souvenirs verkocht aan de bezoekers, waaronder penningen in diverse metalen en vormen zodat er voor iedere smaak en beurs iets voorhanden was. Op deze penning wordt zelf de volledige kalender voor het jaar 1897 weergegeven." ,
 "Gedenkpenning zangfeest te Dendermonde, 1891" , "Het gekroonde wapenschild van Dendermonde staat op de voorzijde geflankeerd door twee leeuwen en met eronder op een banderol, TENERE MUNDE en bovenaan langs de geprofileerde rand, DENDERMONDE
Op de keerzijde staan twee ineengestrengelde handen binnen een open krans van een lauriertak (links) en een eikentak (rechts), beide onderaan gestrikt, en met bovenaan een ster ; onder de krans, ED. GRIELENS ; rond dit alles een parelcirkel en tussen deze en de geprofileerde rand, bovenaan, * ZANGFEEST * , onderaan, 1866 * EENDRACHT MAAKT MACHT * 1891

Op zondag 23 augustus 1891 organiseerde de Dendermondse zangmaatschappij “Eendracht maakt macht” in samenwerking met het stadsbestuur, ter gelegenheid van haar 25-jarig bestaan een groot zangfestival. Niet minder dan 67 verenigingen namen hieraan deel en ontvingen elk een verguld bronzen medaille.
De organiserende maatschappij, gevestigd in het lokaal “In Amsterdam” bestond reeds in 1855 onder leiding van dirigent Felix Weber, maar werd in 1866 heropgericht onder leiding van Leon Winnepenninckx. Ze bestond hoofdzakelijk uit werklieden en op het repertorium stonden uitsluitend Vlaamse liederen." ,
 "Reclamepenning van de firma Corr-Vander Maeren uit Brussel ter gelegenheid van de Wereldtentoonstelling te Londen, 1851" , "Op de voorzijde een zicht op de gebouwen van de Wereldtentoonstelling te Londen met op de afsnede van het gebouw, links, ALLEN & MOORE , rechts, BIRMM en rondom bovenaan, THE INTERNATIONAL INDUSTRIAL EXHIBITION / (horizontaal) LONDON, 1851. en met onderaan op de afsnede, PROPOSED BY H.R.H. PRINCE ALBERT / DESIGNED BY JOSEPH PAXTON ESQ.F.L.S., / ERECTED BY FOX, HERDERSON & Co . / LENGTH 1848 FEET, WIDTH 456 FEET, / HEIGHT OP PRINCIPAL ROOF 66 FEET, / HEIGHT OF TRANSEPT 108 FEET, / GLAZED SURFACE 900.000 SUP FEET, / OCCUPIES 18 ACRES / OF GROUND, / ESTMATED VALUE £ 150.000 (de laatste zin volgt de rand) ; rondom een geprofileerde rand.
Met op de keerzijde de tekst, MAISON CORR-VANDER MAEREN & CIE / DEPÔT ANGLAIS / POUR LA VENTE DES ARTICLES / DE BIRMINGHAM / & SHEFFIELD / 14 LONGUE RUE DE L’ ECUYER / À / BRUXELLES / • ETABLIE DEPUIS 1824 • (de eerste en laatste zin volgen de rand) en met rondom een versierde cirkel naast de verhoogde rand.

Bij de eerste grote “Wereldtentoonstelling” te Londen in 1851 werd getracht om de Wereld af te beelden met behulp van een grootse uitstalling van producten De groeiende industrie, de zoektocht naar nieuwe afzetgebieden en het vrije marktidee maakten de tijd rijp voor grootschalige, internationale evenementen. Voor deze eerste editie werd in Hyde Park een volledig glazen ruimte gebouwd, die al vlug de naam “Christal Palace” kreeg. De Great Exhibition werd op 1 mei door Koningin Victoria geopend.
Voor de Brusselse firma Corr-Vander Maeren, die gespecialiseerd was in Engelse produkten, was de Expo een uitgelezen gelegenheid om bekendheid te verwerven. De uitgifte van deze reclamepenning was dan ook een uitstekend public relations middel dat bovendien duurzaam was." ,
 "Reclamejeton van de schoenenzaak Bochart-Cardon uit Brussel" , "Op beide zijden tekst, op één zijde MAISON / BOCHART=CARDON / 18 / RUE DE L’ ECUYER / bruxelles. / versiering / J. S. D.  (de eerste en laatste zin volgen de rand, de tweede is gebogen) en rondom een geprofileerde rand en op de andere zijde, rondom bovenaan, LA PANTOUFLE DE CENDRILLON / CHAUSSURES / in het veld, POUR / HOMMES / DAMES / ENFANTS en onderaan een schoen met langs elke kant een bij en met rondom een geprofileerde rand." ,
 "Gedenkpenning Industriële tentoonstelling te Brussel, 1874" , "Het Belgische wapenschild staat op de voorzijde, geflankeerd door twee leeuwen, en met bovenaan een tornooihelm en onderaan een halsketting met ereteken en met eronder op een banderol, L’ UNION FAIT LA FORCE en rondom bovenaan, EXPOSITION NATIONALE DES ARTS INDUSTRIELS ; onderaan tussen twee maal drie rozetten 1874 ; rondom een geprofileerde rand.
De keerzijde toont een zicht op de ingang van de tentoonstelling met rondom erboven, HALLES CENTRALES VILLE DE BRUXELLES en onderaan op de afsnede, A. FISCH / SOUVENIR en met rondom een geprofileerde rand.
Deze penning werd in 1912 aan het museum gegeven door Leopold Van de Vijver, Kortrijksesteenweg Gent." ,
 "Gedenkpenning zangwedstrijd te Doornik, 1855" , "Het gekroonde wapenschild van Doornik staat op de voorzijde met er rond bovenaan, VILLE DE TOURNAI en rondom een verhoogde rand.
De keerzijde heeft Binnen een gesloten krans van twee eikentakken, onderaan samengebonden, rondom, CONCOURS , horizontaal, DE / CHANT / --°-- / FESTIVAL / 10_17, 7BRE / 1855 en rondom een verhoogde rand.

Ter gelegenheid van de jaarlijkse kermis te Doornik, die zou doorgaan van 10 tot 17 september 1855, zou een grote zangwedstrijd gehouden worden. De bedoeling om veel volk naar de stad te lokken was geslaagd want niet minder dan 35 maatschappijen hadden zich ingeschreven met een vermoedelijk totaal aantal zangers van 1800 à 2000. Als Gentse zanggroepen waren ingeschreven, Cercles des Amis Philantrophes en Polymnie.
De prijzen waren ook de moeite want men voorzag voor iedere categorie als 1ste prijs een vergulde zilveren medaille en 50 frank, de 2de prijs was een vergulde zilveren medaille en de 3de prijs een zilveren medaille en zoals gewoonte ontving ook ieder deelnemende vereniging een gedenkpenning.
De spannende strijd gaf volgende uitslagen :

Dorps-maatschappijen  :
1ste Koormaatschappij van Cuesmes
2de Koormaatschappij van Templeuve
3de Koormaatschappij van Kain

Werkmans-genootschappen :
1ste Union Chorale uit Brussel
2de Ouvriers uit Bergen
3de Artisans réunis uit Brussel

Steden van 2de rang :
1ste Apollo uit Borgerhout
2de Morcourt
3de Cercle de Choeurs uit St-Joost-ten-Node

Steden van 1ste rang :
1ste Orpheonisten uit Rijsel
2de Société d’ Orphée uit Bergen
3de Société Lyrique uit Bergen

De Société Lyrique uit Bergen bekwam de prijs voor mooiste klederdracht en voor de verst komende." ,
 "Gedenkpenning Internationale pluimveetentoonstelling te Brussel" , "Op de voorzijde staan een haan en een kip met vijf kuikentjes aan de rand van een meer met een eend ; bovenaan op een lint, in de bek gehouden door een vogel, LES AVICULTEURS BELGES en links onderaan langs de rand, BAETES en rondom een parelcirkel naast de verhoogde rand.
Op de keerzijde staat Binnen een open krans van een lauriertak (links) en een eikentak (rechts), beide onderaan gestrikt en met bovenaan een ster, op een verhoogde middencirkel omgeven door een cirkel van stroken omwikkeld met een lint, VILLE DE BRUXELLES (rondom) / °°°°°°+°°°°°° / EXPOSITION / INTERNATIONALE / versiering en rondom een geprofileerde rand." ,
